Generation,evals,avg,std,min,max,best_one,fitness_best_one
98,330,[  7.         402.77021175],[0.         0.06452046],[  7.         402.76351646],[  7.        403.4811733],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
99,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
100,352,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
101,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
102,342,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
103,350,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
104,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
105,320,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
106,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
107,352,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
108,350,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
109,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
110,344,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
111,332,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
112,354,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
113,338,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
114,344,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
115,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
116,360,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
117,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
118,344,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
119,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
120,306,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
121,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
122,332,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 5, 23, 11, 10, 15, 13, 3, 4, 2, 1, 6, 7, 21, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
123,332,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
124,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
125,352,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
126,344,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
127,356,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
128,338,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
129,354,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
130,350,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
131,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 12, 6, 9, 8, 16, 14, 7, 17, 19, 18]","(7.0, 402.7635164551272)"
132,336,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
133,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
134,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
135,328,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 18, 7, 6, 9, 8, 12, 14, 16, 17, 19, 5]","(7.0, 402.7635164551272)"
136,356,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
137,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
138,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
139,332,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
140,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
141,342,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
142,356,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
143,350,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
144,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
145,344,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
146,342,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
147,360,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
148,334,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
149,334,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
150,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 4, 23, 11, 10, 15, 13, 3, 21, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
151,354,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
152,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 13, 15, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
153,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
154,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
155,336,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 3, 13, 15, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
156,332,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
157,328,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
158,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[4, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 24, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
159,338,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
160,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 14, 7, 6, 9, 8, 16, 5, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
161,344,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
162,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 17, 18, 8, 16, 14, 12, 6, 19, 9]","(7.0, 402.7635164551272)"
163,326,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 16, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 7, 5, 1, 6, 9, 8, 25, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
164,336,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
165,324,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 13, 15, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
166,344,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
167,356,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
168,328,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
169,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
170,326,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
171,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
172,360,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 22, 2, 20, 16, 23, 11, 10, 15, 13, 3, 4, 25, 1, 5, 7, 6, 9, 8, 21, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
173,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
174,318,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
175,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
176,342,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 16, 4, 2, 1, 5, 7, 6, 9, 8, 3, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
177,350,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
178,324,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[22, 25, 24, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
179,334,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 9, 3, 4, 2, 1, 5, 7, 6, 13, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
180,326,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
181,324,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 14, 23, 11, 10, 15, 13, 3, 4, 2, 8, 5, 7, 6, 9, 1, 16, 21, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
182,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
183,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
184,336,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
185,336,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
186,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
187,342,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
188,342,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 12, 8, 16, 14, 9, 18, 19, 17]","(7.0, 402.7635164551272)"
189,340,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
190,338,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 12, 14, 16, 18, 19, 17]","(7.0, 402.7635164551272)"
